mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.5		0	0	12/8	1	1	1/8	1/8	1		0	48	C3	3	0
1	1	1/2	0.25		1/8	1/8	12/8	1	1	1/16	1/16	1		0	72	C5	5	1
1	1	3/4	0.25		3/16	3/16	12/8	1	1	1/16	1/16	1		2	74	D5	5	2
1	1	1	0.25		1/4	1/4	12/8	1	1	1/16	1/16	1		-3	75	Eb5	5	3
1	1	5/4	0.125		5/16	5/16	12/8	1	1	1/32	1/32	1		-1	77	F5	5	4
1	1	11/8	0.125		11/32	11/32	12/8	1	1	1/32	1/32	1		1	79	G5	5	5
1	1	3/2	0.5		3/8	3/8	12/8	1	1	1/8	1/8	1		-4	80	Ab5	5	6
1	1	2	0.5		1/2	1/2	12/8	1	1	1/8	1/8	1		1	79	G5	5	7
1	1	5/2	0.5		5/8	5/8	12/8	1	1	1/8	1/8	1		2	74	D5	5	8
1	1	3	0.5		3/4	3/4	12/8	1	1	1/8	1/8	1		-3	75	Eb5	5	9
1	1	7/2	0.5		7/8	7/8	12/8	1	1	1/8	1/8	1		2	74	D5	5	10
1	1	4	0.5		1	1	12/8	1	1	1/8	1/8	1		1	67	G4	4	11
1	1	9/2	0.5		9/8	9/8	12/8	1	1	1/8	1/8	1		-4	68	Ab4	4	12
1	1	5	0.5		5/4	5/4	12/8	1	1	1/8	1/8	1		1	67	G4	4	13
1	1	11/2	0.5		11/8	11/8	12/8	1	1	1/8	1/8	1		2	62	D4	4	14
2	2	6	0.5		0	0	12/8	1	1	1/8	1/8	1		-3	63	Eb4	4	15
2	2	13/2	0.5		1/8	1/8	12/8	1	1	1/8	1/8	1		2	62	D4	4	16
2	2	7	0.5		1/4	1/4	12/8	1	1	1/8	1/8	1		1	55	G3	3	17
2	2	15/2	0.5		3/8	3/8	12/8	2	1	1/8	1/8	1		-4	56	Ab3	3	25
2	2	8	0.5		1/2	1/2	12/8	2	1	1/8	1/8	1		1	55	G3	3	26
2	2	17/2	0.5		5/8	5/8	12/8	2	1	1/8	1/8	1		1	43	G2	2	27
2	2	9	0.5		3/4	3/4	12/8	2	1	1/8	1/8	1		0	36	C2	2	28
2	2	19/2	0.25		7/8	7/8	12/8	1	1	1/16	1/16	1		0	72	C5	5	18
2	2	39/4	0.25		15/16	15/16	12/8	1	1	1/16	1/16	1		2	74	D5	5	19
2	2	10	0.25		1	1	12/8	1	1	1/16	1/16	1		-3	75	Eb5	5	20
2	2	41/4	0.25		17/16	17/16	12/8	1	1	1/16	1/16	1		-1	77	F5	5	21
2	2	21/2	0.5		9/8	9/8	12/8	2	1	1/8	1/8	1		-1	65	F4	4	29
2	2	21/2	0.5		9/8	9/8	12/8	1	1	1/8	1/8	1		2	74	D5	5	22
2	2	11	0.5		5/4	5/4	12/8	2	1	1/8	1/8	1		-3	63	Eb4	4	30
2	2	11	0.5		5/4	5/4	12/8	1	1	1/8	1/8	1		0	72	C5	5	23
2	2	23/2	0.5		11/8	11/8	12/8	2	1	1/8	1/8	1		2	62	D4	4	31
2	2	23/2	0.5		11/8	11/8	12/8	1	1	1/8	1/8	1		5	71	B4	4	24
3	3	12	0.5		0	0	12/8	2	1	1/8	1/8	1		-3	63	Eb4	4	48
3	3	12	0.5		0	0	12/8	1	1	1/8	1/8	1		1	79	G5	5	32
3	3	25/2	0.5		1/8	1/8	12/8	2	1	1/8	1/8	1		2	62	D4	4	49
3	3	25/2	0.25		1/8	1/8	12/8	1	1	1/16	1/16	1		0	72	C5	5	33
3	3	51/4	0.25		3/16	3/16	12/8	1	1	1/16	1/16	1		2	74	D5	5	34
3	3	13	0.5		1/4	1/4	12/8	2	1	1/8	1/8	1		0	60	C4	4	50
3	3	13	0.25		1/4	1/4	12/8	1	1	1/16	1/16	1		-3	75	Eb5	5	35
3	3	53/4	0.25		5/16	5/16	12/8	1	1	1/16	1/16	1		-1	77	F5	5	36
3	3	27/2	0.5		3/8	3/8	12/8	2	1	1/8	1/8	1		-1	65	F4	4	51
3	3	27/2	0.5		3/8	3/8	12/8	1	1	1/8	1/8	1		2	74	D5	5	37
3	3	14	0.5		1/2	1/2	12/8	2	1	1/8	1/8	1		-3	63	Eb4	4	52
3	3	14	0.5		1/2	1/2	12/8	1	1	1/8	1/8	1		0	72	C5	5	38
3	3	29/2	0.5		5/8	5/8	12/8	2	1	1/8	1/8	1		2	62	D4	4	53
3	3	29/2	0.5		5/8	5/8	12/8	1	1	1/8	1/8	1		5	71	B4	4	39
3	3	15	0.5		3/4	3/4	12/8	2	1	1/8	1/8	1		-3	63	Eb4	4	54
3	3	15	0.5		3/4	3/4	12/8	1	1	1/8	1/8	1		1	79	G5	5	40
3	3	31/2	0.5		7/8	7/8	12/8	2	1	1/8	1/8	1		2	62	D4	4	55
3	3	31/2	0.25		7/8	7/8	12/8	1	1	1/16	1/16	1		0	72	C5	5	41
3	3	63/4	0.25		15/16	15/16	12/8	1	1	1/16	1/16	1		2	74	D5	5	42
3	3	16	0.5		1	1	12/8	2	1	1/8	1/8	1		0	60	C4	4	56
3	3	16	0.25		1	1	12/8	1	1	1/16	1/16	1		-3	75	Eb5	5	43
