mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0		0	0	3/4	2	2	1/4		1/4	1		1	55	G3	3	11
1	1	0	0	2.0		0	0	3/4	2	1	1/2		1/2	1		2	62	D4	4	9
1	1	0	0	0.75		0	0	3/4	1	2	3/16		1/8	3/2		1	79	G5	5	4
1	1	0	0	1.0		0	0	3/4	1	1	1/4		1/4	1	1	1	79	G5	5	0
1	1	3/4	3/4	0.25		3/16	3/16	3/4	1	2	1/16		1/16	1		-2	70	Bb4	4	5
1	1	1	1	2.0		1/4	1/4	3/4	2	2	1/2		1/2	1		2	50	D3	3	12
1	1	1	1	1.0		1/4	1/4	3/4	1	2	1/4		1/4	1	1	3	69	A4	4	6
1	1	1	1	0.75		1/4	1/4	3/4	1	1	3/16		1/8	3/2	-1	1	79	G5	5	1
1	1	7/4	7/4	0.25		7/16	7/16	3/4	1	1	1/16		1/16	1		3	81	A5	5	2
1	1	2	2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	10
1	1	2	2	0.75		1/2	1/2	3/4	1	2	3/16		1/8	3/2	-1	3	69	A4	4	7
1	1	2	2	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		6	78	F#5	5	3
1	1	11/4	11/4	0.25		11/16	11/16	3/4	1	2	1/16		1/16	1	1	0	72	C5	5	8
2	2	3	3	1.0		0	0	3/4	2	2	1/4		1/4	1	1	1	55	G3	3	23
2	2	3	3	3.0		0	0	3/4	2	1	3/4		1/2	3/2		2	62	D4	4	22
2	2	3	3	0.75		0	0	3/4	1	2	3/16		1/8	3/2	-1	0	72	C5	5	18
2	2	3	3	1.0		0	0	3/4	1	1	1/4		1/4	1		1	79	G5	5	13
2	2	15/4	15/4	0.25		3/16	3/16	3/4	1	2	1/16		1/16	1		2	74	D5	5	19
2	2	4	4	0.75		1/4	1/4	3/4	2	2	3/16		1/8	3/2	-1	1	55	G3	3	24
2	2	4	4	0.75		1/4	1/4	3/4	1	1	3/16		1/8	3/2		-2	70	Bb4	4	14
2	2	4	4	1.0		1/4	1/4	3/4	1	2	1/4		1/4	1	1	-2	70	Bb4	4	20
2	2	19/4	19/4	0.25		7/16	7/16	3/4	2	2	1/16		1/16	1		3	57	A3	3	25
2	2	19/4	19/4	0.25		7/16	7/16	3/4	1	1	1/16		1/16	1		0	72	C5	5	15
2	2	5	5	0.75		1/2	1/2	3/4	2	2	3/16		1/8	3/2		-2	58	Bb3	3	26
2	2	5	5	1.0		1/2	1/2	3/4	1	2	1/4		1/4	1	-1	-2	70	Bb4	4	21
2	2	5	5	0.75		1/2	1/2	3/4	1	1	3/16		1/8	3/2		2	74	D5	5	16
2	2	23/4	23/4	0.25		11/16	11/16	3/4	2	2	1/16		1/16	1		1	55	G3	3	27
2	2	23/4	23/4	0.25		11/16	11/16	3/4	1	1	1/16		1/16	1		4	76	E5	5	17
3	3	6	6	1.0		0	0	3/4	2	2	1/4		1/4	1		3	57	A3	3	40
3	3	6	6	1.0		0	0	3/4	2	1	1/4		1/4	1		0	60	C4	4	37
3	3	6	6	0.75		0	0	3/4	1	2	3/16		1/8	3/2		-1	77	F5	5	32
3	3	6	6	1.0		0	0	3/4	1	1	1/4		1/4	1	1	-1	77	F5	5	28
3	3	27/4	27/4	0.25		3/16	3/16	3/4	1	2	1/16		1/16	1		0	72	C5	5	33
3	3	7	7	2.0		1/4	1/4	3/4	2	2	1/2		1/2	1		1	55	G3	3	41
3	3	7	7	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	38
3	3	7	7	1.0		1/4	1/4	3/4	1	2	1/4		1/4	1	1	-2	70	Bb4	4	34
3	3	7	7	0.75		1/4	1/4	3/4	1	1	3/16		1/8	3/2	-1	-1	77	F5	5	29
3	3	31/4	31/4	0.25		7/16	7/16	3/4	1	1	1/16		1/16	1		1	79	G5	5	30
3	3	8	8	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		4	64	E4	4	39
3	3	8	8	0.75		1/2	1/2	3/4	1	2	3/16		1/8	3/2	-1	-2	70	Bb4	4	35
3	3	8	8	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		4	76	E5	5	31
3	3	35/4	35/4	0.25		11/16	11/16	3/4	1	2	1/16		1/16	1	1	-2	70	Bb4	4	36
4	4	9	9	1.0		0	0	3/4	2	2	1/4		1/4	1	1	-1	53	F3	3	50
4	4	9	9	3.0		0	0	3/4	2	1	3/4		1/2	3/2		-1	65	F4	4	49
4	4	9	9	0.75		0	0	3/4	1	2	3/16		1/8	3/2	-1	-2	70	Bb4	4	47
4	4	9	9	1.0		0	0	3/4	1	1	1/4		1/4	1		-1	77	F5	5	42
4	4	39/4	39/4	0.25		3/16	3/16	3/4	1	2	1/16		1/16	1		0	72	C5	5	48
4	4	10	10	0.75		1/4	1/4	3/4	2	2	3/16		1/8	3/2	-1	-1	53	F3	3	51
4	4	10	10	0.75		1/4	1/4	3/4	1	1	3/16		1/8	3/2		3	69	A4	4	43
4	4	43/4	43/4	0.25		7/16	7/16	3/4	2	2	1/16		1/16	1		1	55	G3	3	52
4	4	43/4	43/4	0.25		7/16	7/16	3/4	1	1	1/16		1/16	1		-2	70	Bb4	4	44
4	4	11	11	0.75		1/2	1/2	3/4	2	2	3/16		1/8	3/2		3	57	A3	3	53
4	4	11	11	0.75		1/2	1/2	3/4	1	1	3/16		1/8	3/2		0	72	C5	5	45
4	4	47/4	47/4	0.25		11/16	11/16	3/4	2	2	1/16		1/16	1		-2	58	Bb3	3	54
4	4	47/4	47/4	0.25		11/16	11/16	3/4	1	1	1/16		1/16	1		2	74	D5	5	46
5	5	12	12	1.0		0	0	3/4	2	1	1/4		1/4	1		0	60	C4	4	64
5	5	12	12	0.75		0	0	3/4	1	2	3/16		1/8	3/2		1	67	G4	4	60
5	5	12	12	1.0		0	0	3/4	1	1	1/4		1/4	1	1	-3	75	Eb5	5	55
5	5	51/4	51/4	0.25		3/16	3/16	3/4	1	2	1/16		1/16	1		3	69	A4	4	61
5	5	13	13	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	65
5	5	13	13	1.0		1/4	1/4	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	62
5	5	13	13	0.75		1/4	1/4	3/4	1	1	3/16		1/8	3/2	-1	-3	75	Eb5	5	56
5	5	55/4	55/4	0.25		7/16	7/16	3/4	1	1	1/16		1/16	1		2	74	D5	5	57
5	5	14	14	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1	1	-3	63	Eb4	4	66
5	5	14	14	1.0		1/2	1/2	3/4	1	2	1/4		1/4	1		1	67	G4	4	63
5	5	14	14	0.75		1/2	1/2	3/4	1	1	3/16		1/8	3/2		0	72	C5	5	58
5	5	59/4	59/4	0.25		11/16	11/16	3/4	1	1	1/16		1/16	1		-2	70	Bb4	4	59
6	6	15	15	0.75		0	0	3/4	2	1	3/16		1/8	3/2	-1	-3	63	Eb4	4	75
6	6	15	15	1.0		0	0	3/4	1	2	1/4		1/4	1	1	-1	65	F4	4	71
6	6	15	15	1.0		0	0	3/4	1	1	1/4		1/4	1		3	69	A4	4	67
6	6	63/4	63/4	0.25		3/16	3/16	3/4	2	1	1/16		1/16	1		0	60	C4	4	76
6	6	16	16	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	77
6	6	16	16	0.75		1/4	1/4	3/4	1	2	3/16		1/8	3/2	-1	-1	65	F4	4	72
6	6	16	16	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1	1	-2	70	Bb4	4	68
6	6	67/4	67/4	0.25		7/16	7/16	3/4	1	2	1/16		1/16	1		-1	65	F4	4	73
6	6	17	17	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	78
6	6	17	17	1.0		1/2	1/2	3/4	1	2	1/4		1/4	1		-3	63	Eb4	4	74
6	6	17	17	0.75		1/2	1/2	3/4	1	1	3/16		1/8	3/2	-1	-2	70	Bb4	4	69
6	6	71/4	71/4	0.25		11/16	11/16	3/4	1	1	1/16		1/16	1	1	3	69	A4	4	70
7	7	18	18	1.0		0	0	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	88
7	7	18	18	1.0		0	0	3/4	1	2	1/4		1/4	1		2	62	D4	4	85
7	7	18	18	0.75		0	0	3/4	1	1	3/16		1/8	3/2	-1	3	69	A4	4	79
7	7	75/4	75/4	0.25		3/16	3/16	3/4	1	1	1/16		1/16	1	1	1	67	G4	4	80
7	7	19	19	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		3	57	A3	3	89
7	7	19	19	1.0		1/4	1/4	3/4	1	2	1/4		1/4	1		0	60	C4	4	86
7	7	19	19	0.75		1/4	1/4	3/4	1	1	3/16		1/8	3/2	-1	1	67	G4	4	81
7	7	79/4	79/4	0.25		7/16	7/16	3/4	1	1	1/16		1/16	1	1	6	66	F#4	4	82
7	7	20	20	1.0		1/2	1/2	3/4	2	2	1/4		1/4	1		1	55	G3	3	91
7	7	20	20	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	90
7	7	20	20	1.0		1/2	1/2	3/4	1	2	1/4		1/4	1	1	2	62	D4	4	87
7	7	20	20	0.75		1/2	1/2	3/4	1	1	3/16		1/8	3/2	-1	6	66	F#4	4	83
7	7	83/4	83/4	0.25		11/16	11/16	3/4	1	1	1/16		1/16	1	1	1	67	G4	4	84
8	8	21	21	1.0		0	0	3/4	2	2	1/4		1/4	1	1	2	50	D3	3	101
8	8	21	21	1.0		0	0	3/4	2	1	1/4		1/4	1		3	57	A3	3	96
8	8	21	21	1.0		0	0	3/4	1	2	1/4		1/4	1	-1	2	62	D4	4	95
8	8	21	21	0.75		0	0	3/4	1	1	3/16		1/8	3/2	-1	1	67	G4	4	92
8	8	87/4	87/4	0.25		3/16	3/16	3/4	1	1	1/16		1/16	1		3	69	A4	4	93
8	8	22	22	1.0		1/4	1/4	3/4	2	2	1/4		1/4	1	-1	2	50	D3	3	102
8	8	22	22	0.75		1/4	1/4	3/4	2	1	3/16		1/8	3/2		2	62	D4	4	97
8	8	22	22	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		2	62	D4	4	94
8	8	91/4	91/4	0.25		7/16	7/16	3/4	2	1	1/16		1/16	1		0	60	C4	4	98
8	8	23	23	0.75		1/2	1/2	3/4	2	1	3/16		1/8	3/2		-2	58	Bb3	3	99
8	8	95/4	95/4	0.25		11/16	11/16	3/4	2	1	1/16		1/16	1		3	57	A3	3	100
9	9	24	24	1.0		0	0	3/4	2	2	1/4		1/4	1		1	55	G3	3	114
9	9	24	24	1.0		0	0	3/4	2	2	1/4		1/4	1		-2	58	Bb3	3	114
9	9	24	24	2.0		0	0	3/4	2	1	1/2		1/2	1		2	62	D4	4	112
9	9	24	24	0.75		0	0	3/4	1	2	3/16		1/8	3/2		1	79	G5	5	107
9	9	24	24	1.0		0	0	3/4	1	1	1/4		1/4	1	1	1	79	G5	5	103
9	9	99/4	99/4	0.25		3/16	3/16	3/4	1	2	1/16		1/16	1		-2	70	Bb4	4	108
9	9	25	25	2.0		1/4	1/4	3/4	2	2	1/2		1/2	1		2	50	D3	3	115
9	9	25	25	2.0		1/4	1/4	3/4	2	2	1/2		1/2	1		3	57	A3	3	115
9	9	25	25	1.0		1/4	1/4	3/4	1	2	1/4		1/4	1	1	3	69	A4	4	109
9	9	25	25	0.75		1/4	1/4	3/4	1	1	3/16		1/8	3/2	-1	1	79	G5	5	104
9	9	103/4	103/4	0.25		7/16	7/16	3/4	1	1	1/16		1/16	1		3	81	A5	5	105
9	9	26	26	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	113
9	9	26	26	0.75		1/2	1/2	3/4	1	2	3/16		1/8	3/2	-1	3	69	A4	4	110
9	9	26	26	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		6	78	F#5	5	106
9	9	107/4	107/4	0.25		11/16	11/16	3/4	1	2	1/16		1/16	1	1	0	72	C5	5	111
10	10	27	27	1.0		0	0	3/4	2	2	1/4		1/4	1	1	1	55	G3	3	126
10	10	27	27	3.0		0	0	3/4	2	1	3/4		1/2	3/2		2	62	D4	4	125
10	10	27	27	0.75		0	0	3/4	1	2	3/16		1/8	3/2	-1	0	72	C5	5	121
10	10	27	27	1.0		0	0	3/4	1	1	1/4		1/4	1		1	79	G5	5	116
10	10	111/4	111/4	0.25		3/16	3/16	3/4	1	2	1/16		1/16	1		2	74	D5	5	122
10	10	28	28	0.75		1/4	1/4	3/4	2	2	3/16		1/8	3/2	-1	1	55	G3	3	127
10	10	28	28	0.75		1/4	1/4	3/4	1	1	3/16		1/8	3/2		-2	70	Bb4	4	117
10	10	28	28	1.0		1/4	1/4	3/4	1	2	1/4		1/4	1	1	-2	70	Bb4	4	123
10	10	115/4	115/4	0.25		7/16	7/16	3/4	2	2	1/16		1/16	1		3	57	A3	3	128
10	10	115/4	115/4	0.25		7/16	7/16	3/4	1	1	1/16		1/16	1		0	72	C5	5	118
10	10	29	29	0.75		1/2	1/2	3/4	2	2	3/16		1/8	3/2		-2	58	Bb3	3	129
10	10	29	29	1.0		1/2	1/2	3/4	1	2	1/4		1/4	1	-1	-2	70	Bb4	4	124
10	10	29	29	0.75		1/2	1/2	3/4	1	1	3/16		1/8	3/2		2	74	D5	5	119
10	10	119/4	119/4	0.25		11/16	11/16	3/4	2	2	1/16		1/16	1		1	55	G3	3	130
10	10	119/4	119/4	0.25		11/16	11/16	3/4	1	1	1/16		1/16	1		4	76	E5	5	120
11	11	30	30	1.0		0	0	3/4	2	2	1/4		1/4	1		3	57	A3	3	143
11	11	30	30	1.0		0	0	3/4	2	1	1/4		1/4	1		0	60	C4	4	140
11	11	30	30	0.75		0	0	3/4	1	2	3/16		1/8	3/2		-1	77	F5	5	135
11	11	30	30	1.0		0	0	3/4	1	1	1/4		1/4	1	1	-1	77	F5	5	131
11	11	123/4	123/4	0.25		3/16	3/16	3/4	1	2	1/16		1/16	1		0	72	C5	5	136
11	11	31	31	2.0		1/4	1/4	3/4	2	2	1/2		1/2	1		1	55	G3	3	144
11	11	31	31	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	141
11	11	31	31	1.0		1/4	1/4	3/4	1	2	1/4		1/4	1	1	-2	70	Bb4	4	137
11	11	31	31	0.75		1/4	1/4	3/4	1	1	3/16		1/8	3/2	-1	-1	77	F5	5	132
