mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0		0	0	3/4	2	2	1/4	1/4	1		2	50	D3	3	9
1	1	0	0	1.0		0	0	3/4	2	1	1/4	1/4	1		-1	53	F3	3	6
1	1	0	0	1.0		0	0	3/4	1	2	1/4	1/4	1		2	74	D5	5	3
1	1	1	1	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		2	50	D3	3	10
1	1	1	1	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		3	69	A4	4	4
1	1	7/4	7/4	0.25		7/16	7/16	3/4	2	1	1/16	1/16	1		-1	53	F3	3	7
1	1	7/4	7/4	0.25		7/16	7/16	3/4	1	1	1/16	1/16	1		-1	77	F5	5	0
1	1	2	2	1.0		1/2	1/2	3/4	2	2	1/4	1/4	1		1	43	G2	2	11
1	1	2	2	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1	1	-2	70	Bb4	4	5
1	1	2	2	0.75		1/2	1/2	3/4	1	1	3/16	1/8	3/2		4	76	E5	5	1
1	1	11/4	11/4	0.25		11/16	11/16	3/4	2	1	1/16	1/16	1	1	1	55	G3	3	8
1	1	11/4	11/4	0.25		11/16	11/16	3/4	1	1	1/16	1/16	1		2	74	D5	5	2
2	2	3	3	2.0		0	0	3/4	2	2	1/2	1/2	1		3	45	A2	2	26
2	2	3	3	0.75		0	0	3/4	2	1	3/16	1/8	3/2	-1	1	55	G3	3	21
2	2	3	3	0.75		0	0	3/4	1	2	3/16	1/8	3/2	-1	-2	70	Bb4	4	16
2	2	3	3	1.0		0	0	3/4	1	1	1/4	1/4	1	1	7	73	C#5	5	12
2	2	15/4	15/4	0.25		3/16	3/16	3/4	2	1	1/16	1/16	1		1	55	G3	3	22
2	2	15/4	15/4	0.25		3/16	3/16	3/4	1	2	1/16	1/16	1		-2	70	Bb4	4	17
2	2	4	4	0.75		1/4	1/4	3/4	2	1	3/16	1/8	3/2		-1	53	F3	3	23
2	2	4	4	0.75		1/4	1/4	3/4	1	2	3/16	1/8	3/2		3	69	A4	4	18
2	2	4	4	0.75		1/4	1/4	3/4	1	1	3/16	1/8	3/2	-1	7	73	C#5	5	13
2	2	19/4	19/4	0.25		7/16	7/16	3/4	2	1	1/16	1/16	1		4	52	E3	3	24
2	2	19/4	19/4	0.25		7/16	7/16	3/4	1	2	1/16	1/16	1		1	67	G4	4	19
2	2	19/4	19/4	0.25		7/16	7/16	3/4	1	1	1/16	1/16	1		7	73	C#5	5	14
