mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
2	2	4	0.5		0	0	4/4	1	1	1/8	1/8	1		-1	77	F5	5	14
2	2	9/2	0.5		1/8	1/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	25
2	2	9/2	1.0		1/8	1/8	4/4	1	1	1/4	1/4	1		1	67	G4	4	15
2	2	9/2	1.0		1/8	1/8	4/4	1	1	1/4	1/4	1		4	76	E5	5	15
2	2	5	0.5		1/4	1/4	4/4	2	2	1/8	1/8	1		-1	53	F3	3	26
2	2	11/2	0.5		3/8	3/8	4/4	2	2	1/8	1/8	1		1	55	G3	3	27
2	2	11/2	0.5		3/8	3/8	4/4	1	1	1/8	1/8	1		-1	65	F4	4	16
2	2	11/2	0.5		3/8	3/8	4/4	1	1	1/8	1/8	1		2	74	D5	5	16
2	2	6	0.5		1/2	1/2	4/4	2	2	1/8	1/8	1		3	57	A3	3	28
2	2	6	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		4	64	E4	4	23
2	2	6	1.5		1/2	1/2	4/4	1	2	3/8	1/4	3/2		3	69	A4	4	20
2	2	6	0.5		1/2	1/2	4/4	1	1	1/8	1/8	1		7	73	C#5	5	17
2	2	13/2	0.5		5/8	5/8	4/4	2	2	1/8	1/8	1		5	59	B3	3	29
2	2	13/2	0.5		5/8	5/8	4/4	1	1	1/8	1/8	1		2	74	D5	5	18
2	2	7	0.5		3/4	3/4	4/4	2	2	1/8	1/8	1		7	61	C#4	4	30
2	2	7	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1	1	4	76	E5	5	19
2	2	15/2	0.5		7/8	7/8	4/4	2	2	1/8	1/8	1		3	57	A3	3	31
2	2	15/2	0.5		7/8	7/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	21
3	3	8	0.5		0	0	4/4	2	1	1/8	1/8	1		2	62	D4	4	40
3	3	8	1.0		0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	37
3	3	8	0.5		0	0	4/4	1	1	1/8	1/8	1	-1	4	76	E5	5	32
3	3	17/2	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		-1	53	F3	3	41
3	3	17/2	1.0		1/8	1/8	4/4	1	1	1/4	1/4	1		2	74	D5	5	33
3	3	9	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		1	55	G3	3	42
3	3	9	0.5		1/4	1/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	38
3	3	19/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	43
3	3	19/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		7	61	C#4	4	39
3	3	19/2	0.5		3/8	3/8	4/4	1	1	1/8	1/8	1		4	76	E5	5	34
3	3	10	0.5		1/2	1/2	4/4	2	1	1/8	1/8	1		2	50	D3	3	44
3	3	10	1.5		1/2	1/2	4/4	1	1	3/8	1/4	3/2		3	69	A4	4	35
3	3	10	1.5		1/2	1/2	4/4	1	1	3/8	1/4	3/2		2	74	D5	5	35
3	3	10	1.5		1/2	1/2	4/4	1	1	3/8	1/4	3/2		-1	77	F5	5	35
3	3	21/2	0.5		5/8	5/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	45
3	3	11	0.5		3/4	3/4	4/4	2	1	1/8	1/8	1		0	60	C4	4	46
3	3	23/2	0.5		7/8	7/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	47
3	3	23/2	0.5		7/8	7/8	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	36
3	3	23/2	0.5		7/8	7/8	4/4	1	1	1/8	1/8	1		4	76	E5	5	36
3	3	23/2	0.5		7/8	7/8	4/4	1	1	1/8	1/8	1		1	79	G5	5	36
4	4	12	0.5		0	0	4/4	2	1	1/8	1/8	1		3	57	A3	3	57
4	4	12	0.5		0	0	4/4	2	1	1/8	1/8	1		0	60	C4	4	57
4	4	12	1.5		0	0	4/4	1	1	3/8	1/4	3/2		0	72	C5	5	48
4	4	12	1.5		0	0	4/4	1	1	3/8	1/4	3/2		-1	77	F5	5	48
4	4	12	1.5		0	0	4/4	1	1	3/8	1/4	3/2		3	81	A5	5	48
4	4	25/2	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	58
4	4	25/2	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	58
4	4	13	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		-1	53	F3	3	59
4	4	13	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		3	57	A3	3	59
4	4	27/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	60
4	4	27/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	60
4	4	27/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		-2	70	Bb4	4	55
4	4	27/2	0.25		3/8	3/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	49
4	4	27/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		1	79	G5	5	55
4	4	55/4	0.25		7/16	7/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	50
4	4	14	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	61
4	4	14	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4	61
4	4	14	0.5		1/2	1/2	4/4	1	1	1/8	1/8	1		3	69	A4	4	51
4	4	14	0.5		1/2	1/2	4/4	1	1	1/8	1/8	1		0	72	C5	5	51
4	4	14	0.5		1/2	1/2	4/4	1	1	1/8	1/8	1		-1	77	F5	5	51
4	4	29/2	1.0		5/8	5/8	4/4	1	1	1/4	1/4	1		1	67	G4	4	52
4	4	29/2	1.0		5/8	5/8	4/4	1	1	1/4	1/4	1		4	76	E5	5	52
4	4	15	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1	1	-2	58	Bb3	3	62
4	4	15	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	62
4	4	31/2	0.5		7/8	7/8	4/4	1	2	1/8	1/8	1		-1	65	F4	4	56
4	4	31/2	0.25		7/8	7/8	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	53
4	4	31/2	0.5		7/8	7/8	4/4	1	2	1/8	1/8	1		2	74	D5	5	56
4	4	63/4	0.25		15/16	15/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	54
5	5	16	0.5		0	0	4/4	2	2	1/8	1/8	1	-1	-2	58	Bb3	3	76
5	5	16	1.0		0	0	4/4	2	1	1/4	1/4	1		0	60	C4	4	73
5	5	16	0.5		0	0	4/4	1	2	1/8	1/8	1		4	64	E4	4	67
5	5	16	0.5		0	0	4/4	1	2	1/8	1/8	1		1	67	G4	4	67
5	5	16	1.0		0	0	4/4	1	1	1/4	1/4	1		0	72	C5	5	63
5	5	33/2	0.5		1/8	1/8	4/4	2	2	1/8	1/8	1		3	57	A3	3	77
5	5	33/2	0.5		1/8	1/8	4/4	1	2	1/8	1/8	1		-1	65	F4	4	68
5	5	17	0.5		1/4	1/4	4/4	2	2	1/8	1/8	1		1	55	G3	3	78
5	5	17	0.5		1/4	1/4	4/4	1	2	1/8	1/8	1		1	67	G4	4	69
5	5	35/2	0.5		3/8	3/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3	79
5	5	35/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	70
5	5	18	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		4	52	E3	3	74
5	5	18	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		1	55	G3	3	74
5	5	18	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	74
5	5	18	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		0	60	C4	4	80
5	5	18	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1		1	67	G4	4	71
5	5	18	0.5		1/2	1/2	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	64
5	5	37/2	1.0		5/8	5/8	4/4	1	1	1/4	1/4	1		1	79	G5	5	65
5	5	19	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3	81
5	5	19	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		3	57	A3	3	81
5	5	19	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	75
5	5	19	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	72
5	5	39/2	0.5		7/8	7/8	4/4	1	1	1/8	1/8	1		-1	77	F5	5	66
6	6	20	1.0		0	0	4/4	2	2	1/4	1/4	1		0	48	C3	3	101
6	6	20	0.5		0	0	4/4	2	1	1/8	1/8	1		1	55	G3	3	95
6	6	20	0.5		0	0	4/4	1	2	1/8	1/8	1		1	67	G4	4	88
6	6	20	0.5		0	0	4/4	1	1	1/8	1/8	1		4	76	E5	5	82
6	6	41/2	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	96
6	6	41/2	0.5		1/8	1/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	89
6	6	41/2	0.5		1/8	1/8	4/4	1	1	1/8	1/8	1		-1	77	F5	5	83
6	6	21	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	97
6	6	21	0.5		1/4	1/4	4/4	1	2	1/8	1/8	1		-2	70	Bb4	4	90
6	6	21	0.5		1/4	1/4	4/4	1	1	1/8	1/8	1		1	79	G5	5	84
6	6	43/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	98
6	6	43/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		0	72	C5	5	91
6	6	43/2	0.5		3/8	3/8	4/4	1	1	1/8	1/8	1		3	81	A5	5	85
6	6	22	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		1	55	G3	3	102
6	6	22	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	99
6	6	22	0.5		1/2	1/2	4/4	1	2	1/8	1/8	1		2	74	D5	5	92
6	6	22	1.5		1/2	1/2	4/4	1	1	3/8	1/4	3/2		-2	82	Bb5	5	86
6	6	45/2	0.5		5/8	5/8	4/4	1	2	1/8	1/8	1		4	76	E5	5	93
6	6	23	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3	103
6	6	23	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		0	60	C4	4	103
6	6	23	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		-1	65	F4	4	100
6	6	23	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1	1	-1	77	F5	5	94
6	6	47/2	0.5		7/8	7/8	4/4	1	1	1/8	1/8	1		3	81	A5	5	87
7	7	24	0.5		0	0	4/4	2	1	1/8	1/8	1		0	48	C3	3	117
7	7	24	0.5		0	0	4/4	1	2	1/8	1/8	1	-1	-1	77	F5	5	110
7	7	24	0.5		0	0	4/4	1	1	1/8	1/8	1		1	79	G5	5	104
7	7	49/2	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	118
7	7	49/2	0.5		1/8	1/8	4/4	1	2	1/8	1/8	1		4	76	E5	5	111
7	7	49/2	1.0		1/8	1/8	4/4	1	1	1/4	1/4	1		0	84	C6	6	105
7	7	25	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		2	62	D4	4	119
7	7	25	0.5		1/4	1/4	4/4	1	2	1/8	1/8	1		-1	77	F5	5	112
7	7	51/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		4	64	E4	4	120
7	7	51/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		1	79	G5	5	113
7	7	51/2	0.5		3/8	3/8	4/4	1	1	1/8	1/8	1	1	-2	82	Bb5	5	106
7	7	26	0.5		1/2	1/2	4/4	2	1	1/8	1/8	1		-1	65	F4	4	121
7	7	26	0.5		1/2	1/2	4/4	1	2	1/8	1/8	1		0	72	C5	5	114
7	7	26	0.5		1/2	1/2	4/4	1	1	1/8	1/8	1	-1	-2	82	Bb5	5	107
7	7	53/2	0.5		5/8	5/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	122
7	7	53/2	1.0		5/8	5/8	4/4	1	2	1/4	1/4	1		-1	77	F5	5	115
7	7	53/2	0.5		5/8	5/8	4/4	1	1	1/8	1/8	1		3	81	A5	5	108
7	7	27	0.5		3/4	3/4	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	123
7	7	27	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		1	79	G5	5	109
7	7	55/2	0.5		7/8	7/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	124
7	7	55/2	0.5		7/8	7/8	4/4	1	2	1/8	1/8	1	1	4	76	E5	5	116
8	8	28	0.5		0	0	4/4	2	1	1/8	1/8	1		2	62	D4	4	135
8	8	28	0.5		0	0	4/4	2	2	1/8	1/8	1		2	62	D4	4	143
8	8	28	0.5		0	0	4/4	1	2	1/8	1/8	1	-1	4	76	E5	5	130
8	8	28	0.5		0	0	4/4	1	1	1/8	1/8	1		-1	77	F5	5	125
8	8	57/2	0.5		1/8	1/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	144
8	8	57/2	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		-1	65	F4	4	136
8	8	57/2	1.0		1/8	1/8	4/4	1	2	1/4	1/4	1		-2	70	Bb4	4	131
8	8	57/2	0.5		1/8	1/8	4/4	1	1	1/8	1/8	1		2	74	D5	5	126
8	8	29	0.5		1/4	1/4	4/4	2	2	1/8	1/8	1		4	52	E3	3	145
8	8	29	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		1	67	G4	4	137
8	8	29	1.0		1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	127
8	8	59/2	0.5		3/8	3/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3	146
8	8	59/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1	1	-1	65	F4	4	138
8	8	59/2	1.0		3/8	3/8	4/4	1	2	1/4	1/4	1		3	69	A4	4	132
8	8	30	0.5		1/2	1/2	4/4	2	2	1/8	1/8	1		1	55	G3	3	147
8	8	30	0.5		1/2	1/2	4/4	2	1	1/8	1/8	1	-1	-1	65	F4	4	139
8	8	30	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	128
8	8	61/2	0.5		5/8	5/8	4/4	2	2	1/8	1/8	1		1	43	G2	2	148
8	8	61/2	0.25		5/8	5/8	4/4	2	1	1/16	1/16	1		4	64	E4	4	140
8	8	61/2	1.0		5/8	5/8	4/4	1	2	1/4	1/4	1		1	67	G4	4	133
8	8	123/4	0.25		11/16	11/16	4/4	2	1	1/16	1/16	1		2	62	D4	4	141
8	8	31	0.5		3/4	3/4	4/4	2	2	1/8	1/8	1		3	45	A2	2	149
8	8	31	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	142
8	8	31	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	129
8	8	63/2	0.5		7/8	7/8	4/4	2	2	1/8	1/8	1		-2	46	Bb2	2	150
8	8	63/2	0.5		7/8	7/8	4/4	1	2	1/8	1/8	1	1	-1	65	F4	4	134
9	9	32	0.5		0	0	4/4	2	1	1/8	1/8	1		0	48	C3	3	163
9	9	32	0.5		0	0	4/4	1	2	1/8	1/8	1	-1	-1	65	F4	4	156
9	9	32	0.5		0	0	4/4	1	1	1/8	1/8	1		1	67	G4	4	151
9	9	65/2	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		0	36	C2	2	164
9	9	65/2	0.5		1/8	1/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	157
9	9	65/2	1.0		1/8	1/8	4/4	1	1	1/4	1/4	1		0	72	C5	5	152
9	9	33	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		2	38	D2	2	165
9	9	33	0.5		1/4	1/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4	158
9	9	67/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		4	40	E2	2	166
9	9	67/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	159
9	9	67/2	1.0		3/8	3/8	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	153
9	9	34	0.5		1/2	1/2	4/4	2	1	1/8	1/8	1		-1	41	F2	2	167
9	9	34	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		-1	41	F2	2	170
9	9	34	0.5		1/2	1/2	4/4	1	2	1/8	1/8	1		0	60	C4	4	160
9	9	69/2	1.0		5/8	5/8	4/4	2	1	1/4	1/4	1		-1	53	F3	3	168
9	9	69/2	1.0		5/8	5/8	4/4	1	2	1/4	1/4	1		-1	65	F4	4	161
9	9	69/2	0.5		5/8	5/8	4/4	1	1	1/8	1/8	1		3	69	A4	4	154
9	9	35	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		0	48	C3	3	171
9	9	35	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	155
9	9	71/2	0.5		7/8	7/8	4/4	2	1	1/8	1/8	1	1	0	60	C4	4	169
9	9	71/2	0.5		7/8	7/8	4/4	1	2	1/8	1/8	1	1	4	64	E4	4	162
10	10	36	1.0		0	0	4/4	2	2	1/4	1/4	1		2	50	D3	3	187
10	10	36	0.5		0	0	4/4	2	1	1/8	1/8	1	-1	0	60	C4	4	181
10	10	36	0.5		0	0	4/4	1	2	1/8	1/8	1	-1	4	64	E4	4	178
10	10	36	1.0		0	0	4/4	1	1	1/4	1/4	1		-1	65	F4	4	172
10	10	73/2	1.0		1/8	1/8	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	182
10	10	73/2	1.0		1/8	1/8	4/4	1	2	1/4	1/4	1		2	62	D4	4	179
10	10	37	1.0		1/4	1/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	188
10	10	37	1.0		1/4	1/4	4/4	1	1	1/4	1/4	1	1	1	67	G4	4	173
10	10	75/2	0.25		3/8	3/8	4/4	2	1	1/16	1/16	1		3	57	A3	3	183
10	10	75/2	1.0		3/8	3/8	4/4	1	2	1/4	1/4	1		0	60	C4	4	180
10	10	151/4	0.25		7/16	7/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	184
10	10	38	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		-1	53	F3	3	189
10	10	38	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	185
10	10	38	0.5		1/2	1/2	4/4	1	1	1/8	1/8	1	-1	1	67	G4	4	174
10	10	77/2	1.0		5/8	5/8	4/4	1	1	1/4	1/4	1		-1	65	F4	4	175
10	10	39	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1	1	1	55	G3	3	190
10	10	39	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1	1	-2	58	Bb3	3	186
10	10	79/2	0.25		7/8	7/8	4/4	1	1	1/16	1/16	1		4	64	E4	4	176
10	10	159/4	0.25		15/16	15/16	4/4	1	1	1/16	1/16	1		2	62	D4	4	177
11	11	40	0.5		0	0	4/4	2	2	1/8	1/8	1	-1	1	55	G3	3	208
11	11	40	0.5		0	0	4/4	2	1	1/8	1/8	1	-1	-2	58	Bb3	3	202
11	11	40	0.5		0	0	4/4	1	1	1/8	1/8	1		4	64	E4	4	191
11	11	81/2	0.5		1/8	1/8	4/4	2	2	1/8	1/8	1		3	57	A3	3	209
11	11	81/2	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	203
11	11	81/2	0.5		1/8	1/8	4/4	1	1	1/8	1/8	1		-1	65	F4	4	192
11	11	41	0.5		1/4	1/4	4/4	2	2	1/8	1/8	1		1	55	G3	3	210
11	11	41	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	204
11	11	41	0.5		1/4	1/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	198
11	11	41	0.5		1/4	1/4	4/4	1	1	1/8	1/8	1		1	67	G4	4	193
11	11	83/2	0.5		3/8	3/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3	211
11	11	83/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	205
11	11	83/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		-1	65	F4	4	199
11	11	83/2	0.5		3/8	3/8	4/4	1	1	1/8	1/8	1		3	69	A4	4	194
11	11	42	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		4	52	E3	3	212
11	11	42	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		1	55	G3	3	212
11	11	42	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		-2	58	Bb3	3	212
11	11	42	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4	206
11	11	42	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1		1	67	G4	4	200
11	11	42	0.5		1/2	1/2	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	195
11	11	85/2	1.0		5/8	5/8	4/4	1	1	1/4	1/4	1		1	79	G5	5	196
11	11	43	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3	213
11	11	43	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		3	57	A3	3	213
11	11	43	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1	1	0	60	C4	4	207
11	11	43	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	201
11	11	87/2	0.5		7/8	7/8	4/4	1	1	1/8	1/8	1	1	-1	77	F5	5	197
12	12	44	1.0		0	0	4/4	2	2	1/4	1/4	1		0	48	C3	3	232
12	12	44	0.5		0	0	4/4	2	1	1/8	1/8	1	-1	0	60	C4	4	226
12	12	44	1.5		0	0	4/4	1	2	3/8	1/4	3/2		1	67	G4	4	221
12	12	44	0.5		0	0	4/4	1	1	1/8	1/8	1	-1	-1	77	F5	5	214
12	12	89/2	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	227
12	12	89/2	0.25		1/8	1/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	215
12	12	179/4	0.25		3/16	3/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	216
12	12	45	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	228
12	12	45	0.5		1/4	1/4	4/4	1	1	1/8	1/8	1		4	76	E5	5	217
12	12	91/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	229
12	12	91/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	222
12	12	91/2	0.5		3/8	3/8	4/4	1	1	1/8	1/8	1		-1	77	F5	5	218
12	12	46	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		1	55	G3	3	233
12	12	46	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		-2	58	Bb3	3	233
12	12	46	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4	230
12	12	46	0.5		1/2	1/2	4/4	1	2	1/8	1/8	1		-2	70	Bb4	4	223
12	12	46	1.5		1/2	1/2	4/4	1	1	3/8	1/4	3/2		-2	70	Bb4	4	219
12	12	93/2	0.5		5/8	5/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	224
12	12	47	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3	234
12	12	47	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	231
12	12	47	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1	1	-1	65	F4	4	225
12	12	95/2	0.5		7/8	7/8	4/4	1	1	1/8	1/8	1		3	69	A4	4	220
13	13	48	0.5		0	0	4/4	2	1	1/8	1/8	1		0	60	C4	4	249
13	13	48	2.0		0	0	4/4	2	2	1/2	1/2	1		0	60	C4	4	255
13	13	48	0.5		0	0	4/4	1	2	1/8	1/8	1	-1	-1	65	F4	4	243
13	13	48	0.5		0	0	4/4	1	1	1/8	1/8	1		1	67	G4	4	235
13	13	97/2	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		0	48	C3	3	250
13	13	97/2	0.5		1/8	1/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	244
13	13	97/2	1.0		1/8	1/8	4/4	1	1	1/4	1/4	1		0	72	C5	5	236
13	13	49	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		2	50	D3	3	251
13	13	49	0.5		1/4	1/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4	245
13	13	99/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		4	52	E3	3	252
13	13	99/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	246
13	13	99/2	0.5		3/8	3/8	4/4	1	1	1/8	1/8	1	1	-2	70	Bb4	4	237
13	13	50	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		-1	53	F3	3	253
13	13	50	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1		0	60	C4	4	247
13	13	50	0.5		1/2	1/2	4/4	1	1	1/8	1/8	1	-1	-2	70	Bb4	4	238
13	13	101/2	0.25		5/8	5/8	4/4	1	1	1/16	1/16	1		-4	68	Ab4	4	239
