mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.25		0	0	2/4	2	1	1/16	1/16	1		0	48	C3	3	7
1	1	1/4	0.25		1/16	1/16	2/4	1	1	1/16	1/16	1		0	84	C6	6	0
1	1	1/2	0.25		1/8	1/8	2/4	1	1	1/16	1/16	1		1	79	G5	5	1
1	1	3/4	0.25		3/16	3/16	2/4	1	1	1/16	1/16	1		-3	75	Eb5	5	2
1	1	1	0.25		1/4	1/4	2/4	1	1	1/16	1/16	1		0	72	C5	5	3
1	1	5/4	0.25		5/16	5/16	2/4	1	1	1/16	1/16	1		1	67	G4	4	4
1	1	3/2	0.25		3/8	3/8	2/4	1	1	1/16	1/16	1		-3	63	Eb4	4	5
1	1	7/4	0.25		7/16	7/16	2/4	1	1	1/16	1/16	1		0	60	C4	4	6
2	2	2	0.25		0	0	2/4	2	1	1/16	1/16	1		0	36	C2	2	15
2	2	9/4	0.25		1/16	1/16	2/4	1	1	1/16	1/16	1		0	84	C6	6	8
2	2	5/2	0.25		1/8	1/8	2/4	1	1	1/16	1/16	1		1	79	G5	5	9
2	2	11/4	0.25		3/16	3/16	2/4	1	1	1/16	1/16	1		-3	75	Eb5	5	10
2	2	3	0.25		1/4	1/4	2/4	1	1	1/16	1/16	1		0	72	C5	5	11
2	2	13/4	0.25		5/16	5/16	2/4	1	1	1/16	1/16	1		1	67	G4	4	12
2	2	7/2	0.25		3/8	3/8	2/4	1	1	1/16	1/16	1		-3	63	Eb4	4	13
2	2	15/4	0.25		7/16	7/16	2/4	1	1	1/16	1/16	1		0	60	C4	4	14
3	3	4	0.25		0	0	2/4	2	1	1/16	1/16	1		0	36	C2	2	23
3	3	17/4	0.25		1/16	1/16	2/4	1	1	1/16	1/16	1		0	84	C6	6	16
3	3	9/2	0.25		1/8	1/8	2/4	1	1	1/16	1/16	1		1	79	G5	5	17
3	3	19/4	0.25		3/16	3/16	2/4	1	1	1/16	1/16	1		-3	75	Eb5	5	18
3	3	5	0.25		1/4	1/4	2/4	1	1	1/16	1/16	1		0	72	C5	5	19
3	3	21/4	0.25		5/16	5/16	2/4	1	1	1/16	1/16	1		1	67	G4	4	20
3	3	11/2	0.25		3/8	3/8	2/4	1	1	1/16	1/16	1		-3	63	Eb4	4	21
3	3	23/4	0.25		7/16	7/16	2/4	1	1	1/16	1/16	1		0	60	C4	4	22
4	4	6	0.5		0	0	2/4	2	1	1/8	1/8	1		0	36	C2	2	31
