mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	-4	3/4	1/8	5/8			1			firstMeasure	2
2	1	-4	3/4	3/4	0						start	3
3	2	-4	3/4	3/4	0							4
4	3	-4	3/4	3/4	0							5
5	4	-4	3/4	3/4	0					line		6
6	5	-4	3/4	3/4	0							7
7	6	-4	3/4	3/4	0							8
8	7	-4	3/4	3/4	0							9
9	8	-4	3/4	3/4	0							10
10	9	-4	3/4	3/4	0					line		11
11	10	-4	3/4	3/4	0							12
12	11	-4	3/4	3/4	0							13
13	12	-4	3/4	3/4	0							14
14	13	-4	3/4	3/4	0							15
15	14	-4	3/4	3/4	0					line		16
16	15	-4	3/4	3/4	0							17
17	16	-4	3/4	3/4	0							18
18	17	-4	3/4	3/4	0							19
19	18	-4	3/4	3/4	0							20
20	19	-4	3/4	3/4	0					line		21
21	20	-4	3/4	3/4	0							22
22	21	-4	3/4	3/4	0							23
23	22	-4	3/4	3/4	0							24
24	23	-4	3/4	3/4	0							25
25	24	-4	3/4	3/4	0					line		26
26	25	-4	3/4	3/4	0							27
27	26	-4	3/4	3/4	0							28
28	27	-4	3/4	3/4	0							29
29	28	-4	3/4	3/4	0							30
30	29	-4	3/4	3/4	0					page	end	2, 31
31	30	-4	3/4	3/4	0				start-repeat		start	32
32	31	-4	3/4	3/4	0							33
33	32	-4	3/4	3/4	0							34
34	33	-4	3/4	3/4	0							35
35	34	-4	3/4	3/4	0					line		36
36	35	-4	3/4	3/4	0							37
37	36	-4	3/4	3/4	0							38
38	37	-4	3/4	3/4	0							39
39	38	-4	3/4	3/4	0							40
40	39	-4	3/4	3/4	0							41
41	40	-4	3/4	3/4	0					line		42
42	41	-4	3/4	3/4	0							43
43	42	-4	3/4	3/4	0							44
44	43	-4	3/4	3/4	0							45
45	44	-4	3/4	3/4	0							46
46	45	-4	3/4	3/4	0							47
47	46	-4	3/4	3/4	0					line		48
48	47	-4	3/4	3/4	0							49
49	48	-4	3/4	3/4	0							50
50	49	-4	3/4	3/4	0							51
51	50	-4	3/4	3/4	0							52
52	51	-4	3/4	3/4	0							53
53	52	-4	3/4	3/4	0					line		54
54	53	-4	3/4	3/4	0							55
55	54	-4	3/4	3/4	0							56
56	55	-4	3/4	3/4	0							57
57	56	-4	3/4	3/4	0							58
58	57	-4	3/4	3/4	0							59
59	58	-4	3/4	3/4	0					line		60
60	59	-4	3/4	3/4	0							61
61	60	-4	3/4	3/4	0							62
62	61	-4	3/4	3/4	0							63
63	62	-4	3/4	3/4	0							64
64	63	-4	3/4	3/4	0						end	31, -1
