mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	2.5	2	3/4	5/8	1/8		1			firstMeasure	2
2	1	5/2	3.0	2	3/4	3/4	0						3
3	2	11/2	3.0	2	3/4	3/4	0						4
4	3	17/2	3.0	2	3/4	3/4	0				line		5
5	4	23/2	3.0	2	3/4	3/4	0						6
6	5	29/2	3.0	2	3/4	3/4	0						7
7	6	35/2	3.0	2	3/4	3/4	0						8
8	7	41/2	3.0	2	3/4	3/4	0				line		9
9	8	47/2	3.0	2	3/4	3/4	0						10
10	9	53/2	3.0	2	3/4	3/4	0						11
11	10	59/2	3.0	2	3/4	3/4	0						12
12	11	65/2	3.0	2	3/4	3/4	0				line		13
13	12	71/2	3.0	2	3/4	3/4	0						14
14	13	77/2	3.0	2	3/4	3/4	0						15
15	14	83/2	3.0	2	3/4	3/4	0						16
16	15	89/2	3.0	2	3/4	3/4	0				page		17
17	16	95/2	3.0	2	3/4	3/4	0						18
18	17	101/2	3.0	2	3/4	3/4	0						19
19	18	107/2	3.0	2	3/4	3/4	0						20
20	19	113/2	3.0	2	3/4	3/4	0				line		21
21	20	119/2	3.0	2	3/4	3/4	0						22
22	21	125/2	3.0	2	3/4	3/4	0						23
23	22	131/2	3.0	2	3/4	3/4	0						24
24	23	137/2	3.0	2	3/4	3/4	0				line		25
25	24	143/2	3.0	2	3/4	3/4	0						26
26	25	149/2	3.0	2	3/4	3/4	0						27
27	26	155/2	3.0	2	3/4	3/4	0						28
28	27	161/2	3.0	2	3/4	3/4	0				line		29
29	28	167/2	3.0	2	3/4	3/4	0						30
30	29	173/2	3.0	2	3/4	3/4	0						31
31	30	179/2	3.0	2	3/4	3/4	0						32
32	31	185/2	0.5	2	3/4	1/8	0				page	end	1, 33
33	31	93	2.5	2	3/4	5/8	1/8		1	start-repeat		start	34
34	32	191/2	3.0	2	3/4	3/4	0						35
35	33	197/2	3.0	2	3/4	3/4	0						36
36	34	203/2	3.0	2	3/4	3/4	0				line		37
37	35	209/2	3.0	2	3/4	3/4	0						38
38	36	215/2	3.0	2	3/4	3/4	0						39
39	37	221/2	3.0	2	3/4	3/4	0				line		40
40	38	227/2	3.0	2	3/4	3/4	0						41
41	39	233/2	3.0	2	3/4	3/4	0						42
42	40	239/2	3.0	2	3/4	3/4	0				line		43
43	41	245/2	3.0	2	3/4	3/4	0						44
44	42	251/2	3.0	2	3/4	3/4	0						45
45	43	257/2	3.0	2	3/4	3/4	0				line		46
46	44	263/2	3.0	2	3/4	3/4	0						47
47	45	269/2	3.0	2	3/4	3/4	0						48
48	46	275/2	3.0	2	3/4	3/4	0						49
49	47	281/2	3.0	2	3/4	3/4	0				page		50
50	48	287/2	3.0	2	3/4	3/4	0						51
51	49	293/2	3.0	2	3/4	3/4	0						52
52	50	299/2	3.0	2	3/4	3/4	0						53
53	51	305/2	3.0	2	3/4	3/4	0				line		54
54	52	311/2	3.0	2	3/4	3/4	0						55
55	53	317/2	3.0	2	3/4	3/4	0						56
56	54	323/2	3.0	2	3/4	3/4	0						57
57	55	329/2	3.0	2	3/4	3/4	0				line		58
58	56	335/2	3.0	2	3/4	3/4	0						59
59	57	341/2	3.0	2	3/4	3/4	0						60
60	58	347/2	3.0	2	3/4	3/4	0						61
61	59	353/2	3.0	2	3/4	3/4	0				line		62
62	60	359/2	3.0	2	3/4	3/4	0						63
63	61	365/2	3.0	2	3/4	3/4	0						64
64	62	371/2	3.0	2	3/4	3/4	0						65
65	63	377/2	3.0	2	3/4	3/4	0				line		66
66	64	383/2	3.0	2	3/4	3/4	0						67
67	65	389/2	3.0	2	3/4	3/4	0						68
68	66	395/2	3.0	2	3/4	3/4	0						69
69	67	401/2	0.5	2	3/4	1/8	0					end	33, -1
