mc	mn	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	12/8	3/2	0					firstMeasure	2
2	2	0	12/8	3/2	0						3
3	3	0	12/8	3/2	0				line		4
4	4	0	12/8	3/2	0						5
5	5	0	12/8	3/2	0						6
6	6	0	12/8	3/2	0				line		7
7	7	0	12/8	3/2	0						8
8	8	0	12/8	3/2	0						9
9	9	0	12/8	3/2	0				line		10
10	10	0	12/8	3/2	0						11
11	11	0	12/8	3/2	0						12
12	12	0	12/8	3/2	0				line		13
13	13	0	12/8	3/2	0						14
14	14	0	12/8	3/2	0						15
15	15	0	12/8	3/2	0						16
16	16	0	12/8	3/2	0				page	end	1, 17
17	17	0	12/8	3/2	0			start-repeat		start	18
18	18	0	12/8	3/2	0						19
19	19	0	12/8	3/2	0				line		20
20	20	0	12/8	3/2	0						21
21	21	0	12/8	3/2	0						22
22	22	0	12/8	3/2	0				line		23
23	23	0	12/8	3/2	0						24
24	24	0	12/8	3/2	0						25
25	25	0	12/8	3/2	0				line		26
26	26	0	12/8	3/2	0						27
27	27	0	12/8	3/2	0						28
28	28	0	12/8	3/2	0				line		29
29	29	0	12/8	3/2	0						30
30	30	0	12/8	3/2	0						31
31	31	0	12/8	3/2	0				line		32
32	32	0	12/8	3/2	0						33
33	33	0	12/8	3/2	0						34
34	34	0	12/8	3/2	0				page		35
35	35	0	12/8	3/2	0						36
36	36	0	12/8	3/2	0						37
37	37	0	12/8	3/2	0				line		38
38	38	0	12/8	3/2	0						39
39	39	0	12/8	3/2	0						40
40	40	0	12/8	3/2	0				line		41
41	41	0	12/8	3/2	0						42
42	42	0	12/8	3/2	0						43
43	43	0	12/8	3/2	0				line		44
44	44	0	12/8	3/2	0						45
45	45	0	12/8	3/2	0						46
46	46	0	12/8	3/2	0				line		47
47	47	0	12/8	3/2	0						48
48	48	0	12/8	3/2	0						49
49	49	0	12/8	3/2	0						50
50	50	0	12/8	3/2	0					end	17, -1
