mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	-2	4/4	1/4	3/4			1			firstMeasure	2
2	1	-2	4/4	1	0							3
3	2	-2	4/4	1	0					line		4
4	3	-2	4/4	1	0							5
5	4	-2	4/4	1	0							6
6	5	-2	4/4	1	0					line		7
7	6	-2	4/4	1	0							8
8	7	-2	4/4	1	0							9
9	8	-2	4/4	1	0					line		10
10	9	-2	4/4	1	0							11
11	10	-2	4/4	1	0							12
12	11	-2	4/4	1	0					line		13
13	12	-2	4/4	1	0							14
14	13	-2	4/4	1	0							15
15	14	-2	4/4	1	0					page		16
16	15	-2	4/4	1	0							17
17	16	-2	4/4	1	0							18
18	17	-2	4/4	3/4	0						end	1, 19
19	17	-2	4/4	1/4	3/4			1		line	start	20
20	18	-2	4/4	1	0							21
21	19	-2	4/4	1	0							22
22	20	-2	4/4	1	0					line		23
23	21	-2	4/4	1	0							24
24	22	-2	4/4	1	0							25
25	23	-2	4/4	1	0					line		26
26	24	-2	4/4	1	0							27
27	25	-2	4/4	1	0							28
28	26	-2	4/4	1	0					line		29
29	27	-2	4/4	1	0							30
30	28	-2	4/4	1	0							31
31	29	-2	4/4	1	0					line		32
32	30	-2	4/4	1	0							33
33	31	-2	4/4	1	0							34
34	32	-2	4/4	3/4	0						end	19, -1
